Region,OutageTime,Loss,Customers,RestorationTime,Cause
SouthEast,2006-11-19 19:48,490.1893245,136207.0739,2006-11-19 21:06,severe storm
West,2005-11-30 21:17,264.7792036,91535.60716,2005-12-06 14:11,winter storm
MidWest,2007-12-04 03:09,,407013.1612,2007-12-14 16:36,winter storm
NorthEast,2006-01-02 04:55,,33134.05603,2006-01-02 15:12,wind
West,2004-10-03 15:18,148.7546202,,2004-10-03 17:28,equipment fault
West,2006-03-09 14:23,,880911.0077,2006-03-25 06:12,wind
West,2006-11-30 19:54,854.4445811,209696.6453,2006-12-02 14:39,wind
West,2005-02-19 05:27,245.3635879,106585.4014,2005-02-28 18:49,wind
West,2006-12-15 10:21,297.1336371,27.07421958,2006-12-29 04:17,wind
West,2006-02-04 22:55,,,2006-02-08 23:30,wind
West,2009-01-28 15:19,309.0613691,87739.54622,2009-01-29 14:51,wind
West,2006-04-01 00:38,,234532.8053,2006-04-04 11:56,wind
West,2005-12-13 03:13,397.1409924,105865.6487,2005-12-13 07:29,fire
West,2005-12-22 07:02,289.7297069,611299.4207,2005-12-28 20:43,severe storm
SouthEast,2004-12-28 21:30,53.53000119,19773.4894,2004-12-31 14:42,fire
MidWest,2009-01-05 04:11,547.0899671,18708.34762,,severe storm
SouthEast,2005-01-02 15:57,0,0,2005-01-02 16:29,energy emergency
MidWest,2009-01-13 11:56,,318953.1146,2009-01-19 15:28,winter storm
NorthEast,2007-01-18 12:47,328.1301223,73733.87526,2007-01-22 19:30,winter storm
West,2004-12-17 17:21,203.427062,84926.84686,2004-12-18 10:14,wind
NorthEast,2007-02-10 18:46,328.1504954,538301.216,2007-02-12 05:18,winter storm
NorthEast,2008-02-09 21:53,599.6176186,240002.8586,2008-02-13 01:28,winter storm
MidWest,2005-02-19 23:17,151.7297837,55427.39273,2005-02-27 13:46,winter storm
MidWest,2006-03-02 01:14,394.2152698,149371.7496,2006-03-02 07:20,winter storm
NorthEast,2005-02-15 00:36,1007.49929,303847.8391,2005-02-15 08:03,winter storm
West,2007-03-09 08:28,66.05823043,387136.5746,2007-03-12 06:02,winter storm
SouthEast,2006-02-24 02:46,89.94762819,25651.8009,2006-02-24 19:46,severe storm
SouthWest,2007-04-08 12:27,194.7102002,64318.25386,2007-04-08 21:56,thunder storm
NorthEast,2006-04-07 01:19,,180860.9008,2006-04-07 23:24,winter storm
West,2006-07-29 20:49,243.5900405,213283.1089,2006-07-30 21:33,wind
West,2007-06-01 01:50,190.5390031,,2007-06-01 03:56,equipment fault
NorthEast,2006-12-31 16:37,101.4863778,88213.74775,2006-12-31 17:37,wind
NorthEast,2008-04-24 12:16,,63982.761,2008-04-25 00:04,thunder storm
NorthEast,2008-04-14 14:09,,143667.4044,2008-04-17 04:57,winter storm
SouthEast,2007-03-01 22:07,,40909.96929,2007-03-02 05:20,wind
NorthEast,2005-04-08 17:53,167.061316,162185.7622,2005-04-11 11:33,thunder storm
SouthEast,2005-05-25 19:42,51.08926083,127658.7335,2005-05-26 01:52,wind
SouthWest,2009-04-24 19:13,,131606.9353,2009-04-26 12:08,severe storm
West,2006-05-26 05:33,161.5073644,,2006-05-26 08:39,equipment fault
West,2007-03-05 14:37,158.6948476,,2007-03-05 16:29,equipment fault
NorthEast,2007-05-25 18:42,507.4234036,65566.03504,2007-05-26 16:07,thunder storm
NorthEast,2008-05-13 22:14,,58863.02232,2008-05-15 23:47,severe storm
West,2006-02-18 05:42,155.0062265,,2006-02-18 08:44,equipment fault
West,2006-06-02 19:11,,,2015-02-25 11:27,energy emergency
West,2008-06-03 17:54,427.4844228,79246.44939,2008-06-03 18:39,energy emergency
NorthEast,2007-06-17 19:21,391.1000397,131966.4553,2007-06-17 20:09,thunder storm
NorthEast,2007-03-25 11:13,299.0566442,,2007-03-25 11:42,unknown
West,2009-07-07 07:14,445.0154326,113028.4361,2009-07-07 08:03,unknown
West,2008-07-11 17:48,,,2008-07-14 14:51,energy emergency
NorthEast,2007-07-05 23:06,,47154.69551,2007-07-08 13:21,severe storm
West,2009-07-04 00:01,61.21339415,0,2009-07-04 00:44,energy emergency
NorthEast,2006-07-04 15:16,832.5039505,379555.8983,2006-07-07 05:53,severe storm
West,2009-07-23 23:14,194.6205128,,2009-07-24 02:12,fire
NorthEast,2008-07-16 22:12,438.7632337,194695.0485,2008-07-17 07:16,severe storm
NorthEast,2009-07-15 18:40,,72841.5727,2009-07-19 03:22,severe storm
SouthEast,2005-07-24 19:49,102.9478882,166410.5198,2005-07-25 02:24,severe storm
SouthEast,2007-08-16 16:43,,,2007-08-17 04:28,energy emergency
NorthEast,2005-08-11 20:10,,,2005-08-11 21:30,energy emergency
SouthEast,2008-08-03 16:52,,,2008-08-04 04:35,energy emergency
NorthEast,2006-08-03 18:54,89.41142618,47875.10618,2006-08-03 20:39,thunder storm
SouthEast,2005-08-09 16:31,,,2005-08-10 02:35,energy emergency
SouthEast,2007-08-12 05:32,,66114.25294,2007-08-13 06:03,thunder storm
SouthWest,2009-08-16 19:55,27.88216326,,2009-08-16 23:09,energy emergency
SouthEast,2008-08-10 01:12,103.9756756,43956.3349,2008-08-11 13:44,severe storm
SouthEast,2008-08-18 03:30,65.61251845,39793.02062,2008-08-18 04:39,thunder storm
NorthEast,2008-08-21 19:53,,765916.2314,2008-08-24 16:28,severe storm
NorthEast,2007-08-24 21:46,,89464.15149,2007-08-30 01:36,severe storm
West,2006-08-23 20:52,191.7547787,23798.37321,2006-08-23 21:43,energy emergency
West,2008-08-28 23:14,,,2008-08-29 18:43,energy emergency
West,2005-09-09 19:38,,,2005-09-09 23:20,energy emergency
West,2007-09-13 19:23,,,2007-09-14 02:36,energy emergency
West,2009-08-25 15:44,,,2009-08-25 21:57,energy emergency
SouthWest,2009-09-05 13:04,655.7778989,,2009-09-05 19:35,severe storm
West,2005-09-05 01:58,,,2009-07-02 03:34,energy emergency
SouthEast,2009-09-21 08:13,,74316.77352,2009-09-22 03:53,severe storm
NorthEast,2008-12-25 07:34,39.63519389,6890.002795,2008-12-25 08:33,equipment fault
MidWest,2006-09-08 08:59,20.91247839,8937.152628,2006-09-08 10:07,severe storm
MidWest,2007-09-11 09:57,6808.693002,8293.228625,2007-09-11 11:15,severe storm
NorthEast,2008-09-21 09:32,6002.39628,8917.534675,,severe storm
NorthEast,2006-06-26 04:42,326.4089148,,2006-06-26 07:17,equipment fault
West,2005-11-25 14:45,,160459.3214,2005-11-28 10:40,wind
West,2007-10-17 21:05,538.2527213,116230.2118,2007-10-17 21:17,fire
West,2008-10-13 21:20,650.3276749,275657.8441,2008-10-13 21:44,fire
West,2007-10-24 19:52,128.0513203,38812.09884,2007-10-24 20:19,fire
West,2005-10-28 13:49,398.4141179,27201.135,2005-10-28 16:19,fire
West,2007-10-29 14:02,120.8540079,46198.40158,2007-10-29 18:42,energy emergency
NorthEast,2005-10-26 22:19,130.4696829,78162.60994,2005-10-27 14:27,severe storm
NorthEast,2006-12-07 23:19,0,0,2006-12-09 06:41,energy emergency
SouthEast,2005-12-03 19:06,0,0,2005-12-03 21:20,energy emergency
SouthEast,2007-12-15 08:15,,275779.3411,2007-12-22 06:58,winter storm
MidWest,2005-12-15 09:49,575.2604047,105422.3777,2005-12-26 08:05,winter storm
SouthEast,2008-12-09 01:54,0,0,2008-12-09 02:11,energy emergency
NorthEast,2009-12-16 05:53,,256646.144,2009-12-17 10:43,severe storm
NorthEast,2008-12-28 10:11,38.27695557,99904.41652,2008-12-31 11:26,winter storm
West,2006-01-01 11:54,734.1130946,4260012.121,2006-01-11 01:21,winter storm
West,2007-01-01 16:01,180.2383645,81388.52005,2007-01-02 03:21,severe storm
West,2010-04-29 03:43,,,2010-04-29 09:35,equipment fault
SouthEast,2008-01-24 21:03,,137679.5948,2008-01-31 14:24,thunder storm
NorthEast,2007-01-20 02:41,,73832.79584,2007-01-23 09:17,winter storm
NorthEast,2006-04-02 11:58,195.8110761,24745.98869,2006-04-02 13:20,wind
NorthEast,2008-05-29 04:43,36.68390328,35854.65505,2008-06-01 03:38,wind
West,2007-01-08 01:44,,,2007-01-08 03:17,equipment fault
West,2009-04-26 00:23,,,2009-04-26 15:09,equipment fault
SouthEast,2008-02-05 03:12,,49450.09554,2008-02-05 09:38,severe storm
SouthEast,2009-02-13 14:12,,52722.19341,2009-02-13 16:54,severe storm
West,2006-12-11 04:42,0,0,2006-12-11 08:47,equipment fault
NorthEast,2009-02-19 09:10,419.7527762,89768.80621,2009-02-22 21:52,severe storm
NorthEast,2008-01-06 01:53,,177548.1675,2008-01-06 14:17,wind
NorthEast,2007-02-25 19:03,,109094.0327,2007-03-01 00:12,wind
SouthEast,2006-03-10 06:26,115.9557647,66853.74749,2006-03-10 15:01,wind
SouthEast,2008-02-18 14:48,351.3938278,62109.27034,2008-02-18 20:33,wind
SouthEast,2010-02-20 19:54,,31674.41521,2010-02-23 16:13,severe storm
NorthEast,2008-02-05 23:52,39.30609982,39367.43347,2008-02-06 09:24,winter storm
West,2006-02-21 16:20,3710.282711,86019.52992,2006-02-21 18:20,energy emergency
West,2005-12-03 11:57,10.5438274,12008.15928,2005-12-03 15:16,equipment fault
NorthEast,2010-02-22 12:45,,0,2010-03-08 02:13,energy emergency
SouthEast,2007-02-25 09:47,338.4708864,105289.1264,2007-02-25 23:46,thunder storm
SouthEast,2008-02-26 18:29,167.1072585,49478.30027,2008-02-26 19:14,energy emergency
SouthEast,2008-03-01 18:27,254.7755997,36971.06558,2008-03-01 19:55,energy emergency
SouthEast,2005-12-09 23:20,2910.803388,473494.0441,2005-12-10 02:46,equipment fault
SouthEast,2008-11-05 06:21,85.30895747,39500.02929,2008-11-05 07:13,equipment fault
SouthEast,2007-03-02 18:10,390.8337061,127579.4489,2007-03-02 22:01,energy emergency
SouthEast,2009-03-14 01:41,400.6318504,63288.67232,2009-03-14 02:33,thunder storm
SouthEast,2006-01-26 17:12,278.4634638,209584.3879,2006-01-27 04:23,wind
NorthEast,2009-03-04 20:43,,178593.5026,2009-03-07 04:58,severe storm
SouthEast,2010-03-21 00:35,124.7307223,110236.7381,2010-03-21 22:55,severe storm
SouthEast,2009-04-07 16:36,,181556.7888,2009-04-07 21:39,thunder storm
MidWest,2009-04-11 21:20,,778635.193,2009-04-14 22:01,severe storm
West,2010-05-16 17:41,373.3097484,0,,energy emergency
SouthEast,2010-05-15 10:05,117.3557947,89780.81192,2010-05-17 00:16,thunder storm
NorthEast,2010-08-18 03:44,36.26578138,6596.415781,2010-08-18 08:34,equipment fault
NorthEast,2008-05-12 03:55,57.56990277,138887.4529,2008-05-14 08:25,severe storm
NorthEast,2008-05-21 18:20,83.3374113,32254.9105,2008-05-21 19:20,thunder storm
NorthEast,2006-05-20 13:31,,144213.1071,2006-05-21 04:29,severe storm
SouthEast,2007-06-07 18:14,361.308884,,2007-06-08 01:59,energy emergency
NorthEast,2010-06-03 02:07,,73261.97566,2010-06-09 01:45,thunder storm
NorthEast,2006-06-07 20:48,440.0743611,125002.8481,2006-06-12 17:06,severe storm
NorthEast,2008-05-30 19:13,,223782.7273,2008-05-31 00:44,thunder storm
NorthEast,2006-06-03 19:16,,89657.13504,2006-06-06 08:43,severe storm
SouthEast,2008-05-29 18:58,1113.614246,342123.9343,2008-05-30 17:28,thunder storm
SouthEast,2010-05-27 19:23,120.5242068,139257.1613,2010-05-27 19:57,energy emergency
NorthEast,2010-05-29 19:37,138.8084041,567987.3544,2010-06-02 18:01,thunder storm
NorthEast,2006-06-04 13:43,,121617.1524,2006-06-05 01:28,severe storm
NorthEast,2010-06-14 22:04,737.3354505,233441.8824,2010-06-24 15:52,severe storm
SouthEast,2009-06-05 18:18,380.7574736,26.30867024,2009-06-05 20:55,energy emergency
NorthEast,2010-06-15 18:32,204.2980555,67608.58773,2010-06-16 01:16,fire
NorthEast,2006-06-18 14:43,545.9029752,81769.50897,2006-06-21 18:52,severe storm
SouthEast,2009-06-14 17:48,165.9355852,11.77080056,2009-06-14 22:06,energy emergency
NorthEast,2009-06-08 21:56,,136642.5075,2009-06-12 02:32,severe storm
NorthEast,2010-06-04 22:47,,249795.9257,2010-06-08 22:49,thunder storm
NorthEast,2009-06-18 03:08,72.27680969,85633.36741,2009-06-18 16:58,severe storm
NorthEast,2007-03-22 08:54,200.8560475,59226.66327,2007-03-22 09:57,unknown
NorthEast,2010-05-30 15:05,118.3127981,12730.26037,2010-06-02 23:05,unknown
NorthEast,2009-06-16 11:56,,105492.207,2009-06-17 03:46,severe storm
NorthEast,2008-08-14 07:02,40.20422812,7779.309026,2008-08-14 08:49,equipment fault
SouthEast,2008-06-14 20:05,1177.623874,175780.2384,2008-06-15 04:36,thunder storm
MidWest,2006-06-16 13:11,,234664.4527,2006-06-19 06:14,thunder storm
SouthEast,2010-06-27 00:15,280.3326084,8547.988576,2010-06-27 05:04,thunder storm
MidWest,2010-07-14 00:04,351.3891016,50056.0597,2010-07-14 03:07,unknown
West,2007-06-12 21:26,1.714161314,306.0606879,2007-06-13 02:17,thunder storm
NorthEast,2008-06-30 12:21,818.172742,,2008-06-30 12:30,unknown
NorthEast,2008-06-28 18:02,396.3294778,,2008-06-28 18:02,fire
SouthEast,2010-09-19 05:18,159.870118,51903.80104,2010-09-19 12:02,equipment fault
NorthEast,2010-06-23 21:15,,51085.68293,2010-06-24 02:57,thunder storm
MidWest,2007-09-25 18:28,546.163517,111258.2825,2007-09-25 19:20,wind
West,2010-06-01 00:25,174.6207191,,2010-06-01 05:07,equipment fault
NorthEast,2007-07-10 18:48,185.3338971,406368.4245,2007-07-13 22:51,severe storm
West,2010-06-30 22:44,,,2017-11-04 07:38,energy emergency
West,2008-07-08 02:21,205.7668168,212403.4137,2008-07-08 08:30,fire
West,2009-07-11 02:55,78.32147194,22288.10946,2009-07-11 10:59,fire
NorthEast,2009-07-07 00:19,,62859.07352,2009-07-07 04:43,thunder storm
West,2006-07-11 19:08,0,0,2006-07-15 13:08,fire
West,2009-05-02 19:50,137.6983518,,2009-05-02 23:49,equipment fault
MidWest,2008-07-26 05:51,85.02118937,87431.49645,2008-07-27 23:08,severe storm
NorthEast,2006-07-14 07:01,,80644.93961,2006-07-16 03:57,thunder storm
NorthEast,2008-07-18 07:14,,45514.44485,2008-07-19 07:29,thunder storm
SouthEast,2006-07-15 18:01,,,2006-07-18 01:45,energy emergency
MidWest,2006-07-17 11:13,753.3443251,259708.8342,2006-07-25 10:06,severe storm
NorthEast,2007-07-25 11:27,151.939548,98744.82964,2007-07-25 23:29,thunder storm
SouthEast,2007-07-26 23:40,423.2904993,148256.5187,2007-07-27 13:20,thunder storm
SouthEast,2009-08-12 05:37,,46005.0206,2009-08-12 08:05,thunder storm
NorthEast,2006-08-09 22:12,,1073486.221,2006-08-11 12:35,severe storm
NorthEast,2009-08-11 06:47,0,42995.85519,2009-08-11 11:15,severe storm
SouthEast,2008-08-16 15:54,0,0,2008-08-16 22:55,energy emergency
West,2010-08-22 20:07,82.42436255,6383.343785,2010-08-23 01:22,energy emergency
MidWest,2006-08-17 09:23,90.37318011,42214.44839,2006-08-17 11:16,thunder storm
SouthEast,2009-10-30 20:28,189.2564259,109305.761,2009-10-31 00:41,equipment fault
SouthEast,2008-07-29 01:57,204.3974331,88455.04546,2008-07-29 18:12,equipment fault
SouthEast,2008-08-21 13:23,,117602.4895,2008-08-25 16:57,severe storm
SouthEast,2008-08-12 22:54,,581113.933,2008-08-14 23:50,severe storm
NorthEast,2009-08-22 16:04,0,0,2009-08-24 03:33,energy emergency
SouthEast,2009-08-30 08:32,98.6586723,77327.79594,2009-08-30 17:38,severe storm
SouthEast,2006-08-26 11:39,244.7202819,0,2006-09-06 15:13,energy emergency
SouthEast,2009-08-25 22:46,,627709.6016,2009-08-29 12:44,severe storm
SouthEast,2009-09-06 14:30,276.2327945,116446.6898,2009-09-23 17:18,severe storm
SouthEast,2006-08-30 15:52,,233909.0379,2006-09-07 22:26,severe storm
SouthEast,2008-09-11 11:37,,34740.6287,2008-09-11 15:14,severe storm
SouthEast,2010-08-27 18:34,316.1405587,88758.06017,2010-08-27 21:10,severe storm
West,2006-09-11 04:48,242.8570662,0,2006-09-11 07:58,energy emergency
SouthEast,2006-09-06 09:46,,866952.7206,2006-09-09 20:33,severe storm
MidWest,2008-09-19 23:31,4801.074009,1215073.272,2008-10-03 14:04,severe storm
MidWest,2008-09-07 23:35,,3971975.532,2008-09-19 17:19,severe storm
MidWest,2007-09-12 02:17,390.6143652,58202.99078,2007-09-24 19:20,severe storm
SouthEast,2010-09-11 14:30,44.04163908,52558.57495,2010-09-28 18:44,severe storm
MidWest,2009-09-23 16:52,,262840.0857,2009-09-25 04:20,severe storm
SouthEast,2010-09-07 19:59,,281002.617,2010-09-12 05:51,severe storm
NorthEast,2007-09-07 10:38,,623220.7935,2007-09-07 20:34,severe storm
MidWest,2008-09-09 11:37,,98353.45057,2008-09-14 10:48,severe storm
NorthEast,2006-10-25 05:06,56.94612539,14924.2286,2006-11-01 19:51,wind
NorthEast,2007-09-24 15:47,,240870.3315,2007-09-24 21:41,severe storm
NorthEast,2010-09-21 18:02,895.1065081,80771.03301,2010-09-25 01:19,severe storm
NorthEast,2010-12-20 07:56,,806134.7021,2010-12-26 05:41,wind
NorthEast,2008-10-01 02:11,65.38464282,125800.9372,2008-10-06 17:32,wind
NorthEast,2007-12-17 12:05,391.7246083,415599.2924,2007-12-23 13:25,wind
NorthEast,2006-06-03 20:24,330.7970644,196484.5249,2006-06-11 03:43,wind
NorthEast,2006-09-21 23:19,481.5284339,79801.55936,2006-09-22 04:57,severe storm
NorthEast,2010-09-19 04:47,716.7620606,180778.7305,2010-09-25 02:50,severe storm
SouthEast,2007-11-05 12:14,181.8310009,66570.59825,,equipment fault
West,2006-10-12 11:32,26.81279989,9932.899482,2006-10-12 11:34,equipment fault
SouthEast,2008-10-12 19:10,134.849204,0,,energy emergency
NorthEast,2006-10-26 03:06,,70485.92103,2006-10-27 05:48,severe storm
West,2010-10-28 17:55,272.3844921,171785.7651,2010-10-28 18:35,energy emergency
West,2009-10-31 18:20,371.3067349,348169.9849,2009-10-31 18:49,energy emergency
SouthEast,2008-09-01 23:35,206.2685321,226997.2029,,equipment fault
West,2007-11-07 17:59,180.5186716,89576.57809,2007-11-07 18:19,fire
NorthEast,2008-12-10 09:23,127.217281,44486.49555,2008-12-10 12:32,fire
NorthEast,2009-01-30 11:25,476.5265957,166703.5921,2009-01-30 20:03,equipment fault
West,2006-12-11 10:46,23.94089781,2.494195646,2006-12-11 13:01,equipment fault
SouthEast,2010-12-13 14:10,,114303.9145,2010-12-15 18:53,winter storm
NorthEast,2007-12-09 23:05,,63072.69319,2007-12-12 11:38,winter storm
NorthEast,2008-12-16 06:17,,994688.1105,2008-12-30 10:47,winter storm
NorthEast,2010-12-04 07:48,191.4476476,183649.4389,2010-12-10 14:22,winter storm
NorthEast,2007-12-09 13:46,,200329.4898,2007-12-11 19:23,winter storm
West,2009-12-10 23:31,4.921822849,0,2009-12-16 16:05,energy emergency
West,2008-01-20 16:41,1.464560416,1010.293063,2008-01-20 20:08,equipment fault
NorthEast,2007-12-16 13:13,,100721.3014,2007-12-18 13:34,winter storm
NorthEast,2010-12-27 14:18,,67431.29878,2010-12-28 04:29,winter storm
West,2006-12-21 19:45,72.72403371,28778.29921,2006-12-22 01:34,energy emergency
NorthEast,2009-03-11 07:36,,141828.4793,,wind
NorthEast,2008-10-15 03:42,,261752.5216,2008-10-18 02:27,wind
NorthEast,2010-02-09 08:49,,354018.8913,2010-02-09 22:22,wind
NorthEast,2007-11-15 10:43,47.3055085,11795.44684,2007-11-15 11:17,equipment fault
MidWest,2007-12-30 12:14,,244082.8338,2008-01-01 04:05,severe storm
SouthEast,2009-04-05 21:14,282.0489736,60730.02655,2009-04-05 22:48,wind
SouthEast,2010-09-12 12:27,41.93315828,26669.18813,2010-09-12 20:15,equipment fault
NorthEast,2010-01-19 12:56,,,2010-01-27 03:32,energy emergency
NorthEast,2007-01-21 20:52,65.59040603,12222.58505,2007-01-21 22:11,energy emergency
NorthEast,2010-01-17 10:09,,532696.6826,2010-01-18 19:05,winter storm
SouthEast,2007-02-02 10:10,870.0007142,280419.6144,2007-02-05 02:40,winter storm
SouthEast,2009-01-25 12:21,312.6873087,2.819080655,2009-02-02 23:53,winter storm
SouthEast,2007-01-25 15:48,298.5149894,88283.29613,2007-01-29 18:36,winter storm
SouthEast,2010-01-22 18:58,,93145.62217,2010-01-28 12:31,winter storm
NorthEast,2008-02-04 20:51,,29673.28124,2008-02-07 01:09,winter storm
SouthEast,2011-01-20 02:05,463.5589029,168354.1502,2011-01-21 06:36,winter storm
SouthEast,2008-01-19 03:02,1274.191518,1.49562622,2008-01-19 03:38,winter storm
NorthEast,2011-02-04 04:52,306.9555116,1.155298811,2011-02-06 02:52,winter storm
NorthEast,2008-01-25 07:52,,174853.2834,2008-02-08 11:34,winter storm
NorthEast,2009-02-07 08:49,19.61872288,3409.164602,2009-02-14 20:20,winter storm
NorthEast,2009-01-23 11:20,404.2808839,54541.00963,2009-01-27 18:23,winter storm
NorthEast,2010-02-04 13:02,,59625.76274,2010-02-22 19:00,winter storm
SouthEast,2008-02-07 14:20,,98681.98379,2008-02-18 21:37,winter storm
NorthEast,2008-02-01 14:58,,40240.63423,2008-02-03 00:26,winter storm
MidWest,2008-01-25 16:33,465.6735754,97807.32689,2008-01-25 23:15,wind
NorthEast,2007-02-19 22:55,,184453.468,2007-02-22 12:53,thunder storm
NorthEast,2009-02-19 23:20,,508950.5478,2009-02-23 00:50,thunder storm
NorthEast,2007-02-11 00:09,,52397.75547,2007-02-11 16:34,thunder storm
NorthEast,2009-02-10 02:10,250.682397,46955.13317,2009-02-10 13:01,thunder storm
NorthEast,2007-12-23 16:56,120.9561347,148813.7724,2007-12-23 21:35,wind
NorthEast,2008-06-08 18:01,155.5097445,156563.9578,2008-06-10 13:51,wind
NorthEast,2008-10-25 19:01,166.6732414,156381.8212,2008-10-26 23:38,wind
NorthEast,2009-03-03 07:23,,91083.90705,2009-03-04 04:37,winter storm
West,2007-11-22 03:09,308.0907113,175846.6598,2007-11-22 04:57,equipment fault
SouthEast,2007-03-04 21:20,48.53259362,43192.87546,2007-03-05 07:18,severe storm
SouthEast,2010-03-07 01:46,1417.446637,291176.2748,2010-03-09 05:40,winter storm
SouthEast,2009-02-20 02:59,270.5045089,267364.0305,2009-02-21 04:43,winter storm
NorthEast,2011-04-26 12:09,239.3788129,,2011-06-14 18:47,equipment fault
SouthEast,2011-03-14 01:41,379.2097856,0,2011-03-14 14:35,energy emergency
West,2010-05-25 16:33,222.5049433,,2010-05-25 17:29,equipment fault
NorthEast,2010-03-29 05:07,37.9005087,33650.77606,2010-03-31 10:54,winter storm
SouthEast,2009-04-18 01:48,103.1130039,31293.25836,2009-04-18 05:48,thunder storm
West,2008-04-27 07:17,,,2012-07-09 15:13,energy emergency
West,2008-07-24 11:58,202.9982281,85279.88691,2008-07-24 21:49,equipment fault
West,2009-08-10 09:27,456.8249291,218159.8467,2009-08-10 11:46,equipment fault
SouthEast,2009-04-30 03:39,23.3062424,8641.557129,2009-04-30 03:51,equipment fault
NorthEast,2007-08-08 23:29,,70130.4147,2007-08-10 19:18,wind
MidWest,2007-06-03 19:15,119.0158478,114918.9509,2007-06-04 11:02,wind
SouthEast,2010-05-03 11:29,140.2032604,43846.47608,2010-05-03 13:20,thunder storm
SouthEast,2008-05-01 17:19,416.2205501,102929.9364,2008-05-09 18:27,thunder storm
SouthEast,2011-03-05 14:20,183.4368982,0.566540184,2011-03-05 23:25,equipment fault
West,2009-06-11 17:36,0.71846708,54.1651097,2009-06-12 00:35,equipment fault
NorthEast,2007-06-13 21:44,54.39685479,72879.43353,2007-06-15 18:38,thunder storm
MidWest,2011-06-18 21:45,,879390.4529,2011-06-20 21:43,severe storm
SouthEast,2011-06-15 20:44,819.3716268,124274.7502,2011-06-15 23:49,severe storm
SouthEast,2011-06-19 21:35,,48386.00216,2011-06-24 05:49,thunder storm
SouthEast,2010-06-21 02:03,347.0969013,131238.061,2010-06-22 04:03,thunder storm
West,2010-06-13 04:55,230.6098443,0,2010-06-13 09:20,energy emergency
NorthEast,2009-06-13 03:55,56.25932012,83064.96244,2009-06-17 06:21,severe storm
SouthEast,2010-06-28 17:18,,170650.3873,2010-06-29 04:36,severe storm
SouthEast,2009-07-04 17:46,,,2009-07-05 03:42,energy emergency
MidWest,2009-06-27 19:56,,,2009-06-28 01:19,energy emergency
NorthEast,2011-04-04 04:02,,99605.75085,2011-04-07 10:01,wind
NorthEast,2011-06-30 04:42,405.2172675,112945.0924,2011-06-30 23:55,thunder storm
NorthEast,2010-07-06 20:52,,26649.12195,2010-07-08 06:05,thunder storm
NorthEast,2008-04-19 01:23,0,0,2008-04-19 03:12,equipment fault
MidWest,2008-07-03 19:26,,,2008-07-03 23:23,energy emergency
MidWest,2008-07-16 19:49,,,2008-07-17 03:13,energy emergency
SouthEast,2008-07-06 17:20,,,2008-07-06 22:47,energy emergency
SouthEast,2010-07-08 16:46,,,2010-07-08 23:20,energy emergency
SouthEast,2007-07-09 16:42,,,2007-07-09 21:00,energy emergency
MidWest,2010-07-22 00:43,63.87930025,93999.05336,2010-07-23 11:40,thunder storm
West,2008-07-18 04:50,189.6409666,95434.30583,2008-07-19 22:59,thunder storm
West,2007-07-31 06:46,102.7330432,0.802785461,2007-07-31 10:42,equipment fault
SouthEast,2007-04-28 05:52,,,2007-04-28 06:42,equipment fault
West,2008-06-10 15:35,286.3485546,,2008-06-10 15:54,unknown
NorthEast,2011-07-27 07:47,,49150.78456,2011-07-28 19:05,wind
NorthEast,2007-08-05 17:31,32.98909941,38533.52372,2007-08-10 02:00,thunder storm
MidWest,2011-07-29 20:00,,,2011-07-30 01:59,energy emergency
NorthEast,2009-10-24 23:11,,148475.5065,2009-10-28 21:24,wind
NorthEast,2010-08-14 23:51,,56049.79545,2010-08-15 14:44,thunder storm
MidWest,2010-08-16 22:35,521.725667,82014.51758,,thunder storm
MidWest,2008-09-01 00:18,510.0494729,74213.31823,2008-09-01 14:07,thunder storm
MidWest,2009-12-11 04:32,231.925191,11.88882817,2009-12-11 07:11,equipment fault
NorthEast,2007-09-08 23:18,56.59882541,0,2007-09-09 00:01,equipment fault
West,2010-09-10 17:19,,,,energy emergency
NorthEast,2008-10-17 09:36,,83637.09682,2008-10-20 07:42,severe storm
West,2009-12-14 19:29,186.964505,,2009-12-14 20:19,equipment fault
SouthEast,2011-10-19 02:49,,34654.13044,2011-10-21 00:10,winter storm
West,2010-10-08 19:29,149.8126458,49774.72525,2010-10-08 20:31,winter storm
West,2011-08-13 04:12,54.59992063,55222.98939,2011-08-13 07:13,wind
West,2011-07-24 02:54,483.3743505,1121243.687,2011-07-24 12:18,wind
SouthEast,2010-11-15 23:38,201.2398381,185133.1919,2010-11-17 17:04,severe storm
West,2009-09-21 08:18,729.595754,,2009-09-21 11:53,equipment fault
West,2010-08-12 16:00,395.6467395,,2010-08-12 23:15,equipment fault
West,2008-12-04 09:08,,72917.53289,2008-12-07 10:30,severe storm
West,2007-12-07 13:32,,,2007-12-07 16:38,energy emergency
NorthEast,2009-12-07 18:46,,58273.2488,2009-12-08 19:07,severe storm
NorthEast,2010-12-02 22:50,,59910.40479,2010-12-03 23:44,severe storm
NorthEast,2007-12-26 01:15,,332271.9537,2008-01-04 01:02,severe storm
SouthEast,2011-12-11 03:48,,66824.644,2011-12-12 00:36,severe storm
SouthEast,2008-01-05 23:06,,,2008-01-08 15:38,energy emergency
SouthEast,2008-01-16 08:37,,,2008-01-16 14:39,energy emergency
West,2010-01-24 18:47,348.9110706,1886463.572,2010-01-30 01:43,severe storm
West,2010-01-09 14:36,212.1502553,22293.52539,2010-01-09 17:56,severe storm
